student_id,first_name,middle_name,last_name,gender,date_of_birth,admission_date,class_level,study_group,attendance,disciplinary_count,suspension_count,family_income_level,daily_study_hours,daily_gaming_hours,computers_at_home,smartphone,has_job,mother_occupation,father_occupation,Agriculture,Geography,French,Economics,Biology,Igbo,History,Physics,Chemistry,Further Mathematics,Civic Education,Computer Science,Hausa,English Language,Government,Mathematics,Yoruba,Literature in English
ALA-202408021253,Bisi,Chibuike,Adewale,F,2009-01-11,2024-08-02,11,Science,91.4,1,0,Lower Middle,1-2 Hours,More than 3 hours,4,Yes,No,Real Estate Agent,Police Officer,90,56,,,65,,,100,48,47,,100,,75,,98,,
ALA-202307111254,Sarah,Chibuike,Nduka,F,2009-07-30,2023-07-11,11,Arts,83.5,0,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Driver,Farmer,89,,,22,,,100,,,,52,,,93,67,28,100,27
ALA-202307251255,Tunde,Ngozi,Usman,M,2006-10-13,2023-07-25,11,Science,95.4,1,1,Low,1-2 Hours,1-2 Hours,1,Yes,No,At home,Tailor,61,54,,,100,,,31,78,100,,100,,31,,68,,
ALA-202307191256,Maryam,Bello,Okoro,F,2008-07-12,2023-07-19,11,Arts,94.3,1,0,Upper Middle,2-3 Hours,2-3 Hours,3,Yes,No,At home,Restaurant Owner,60,,,62,,,16,,,,53,,,100,100,100,,5
ALA-202308311257,Oluwakemi,Chinwe,Nwankwo,F,2006-10-23,2023-08-31,11,Science,88.4,0,0,Upper Middle,0-1 Hour,0-1 Hour,1,No,No,Journalist,Plumber,72,67,,,100,,,85,100,100,,37,,87,,100,,
ALA-202409201258,Mohammed,Abdul,Hassan,M,2008-04-11,2024-09-20,11,Arts,92.5,0,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Architect,81,,,82,,,0,,,,56,,,39,100,94,,88
ALA-202409221259,Yusuf,Oluseyi,Bello,M,2010-03-09,2024-09-22,11,Arts,93.4,0,0,Upper Middle,1-2 Hours,2-3 Hours,3,Yes,No,Barber/Hairdresser,Nurse,100,,44,75,,,91,,,,41,,,87,82,100,,33
ALA-202308091260,Tunde,Tunde,Ahmed,M,2009-04-25,2023-08-09,11,Arts,90.0,3,0,Upper Middle,More than 3 hours,0-1 Hour,1,Yes,No,At home,At home,83,,,49,,,22,,,,93,,42,100,2,100,,93
ALA-202409251261,Chinedu,,Adeniyi,M,2008-03-21,2024-09-25,11,Science,79.4,1,1,Lower Middle,1-2 Hours,1-2 Hours,0,Yes,No,At home,Chef,75,61,,,100,,,100,56,63,,100,,100,,100,,
ALA-202407301262,Chibuike,Oluwafemi,Adebayo,M,2009-02-03,2024-07-30,11,Science,87.7,2,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,Real Estate Agent,Restaurant Owner,100,68,,,70,,,62,20,100,,79,,53,,88,,
ALA-202308141263,Hakeem,,Oludipe,M,2007-12-21,2023-08-14,11,Arts,82.8,0,0,Low,2-3 Hours,0-1 Hour,1,Yes,No,Pastor/Imam,Driver,100,,,73,,,13,,,,100,,,100,72,67,,100
ALA-202307241264,Adebayo,,Ibrahim,M,2005-02-10,2023-07-24,11,Arts,86.3,2,0,Low,0-1 Hour,2-3 Hours,1,Yes,No,At home,Banker,100,,100,96,,,22,,,,100,,,92,100,0,,100
ALA-202409071265,Hakeem,,Njoku,M,2010-07-05,2024-09-07,11,Arts,89.1,0,0,Low,More than 3 hours,0-1 Hour,1,Yes,No,At home,Construction Worker,29,,,73,,,56,,,,41,,,30,20,94,12,73
ALA-202309081266,Maryam,,Adegoke,F,2007-10-18,2023-09-08,11,Science,85.6,1,0,Upper Middle,2-3 Hours,2-3 Hours,0,Yes,No,At home,IT Specialist,77,72,,,36,,,48,68,53,,100,,95,,78,,
ALA-202408111267,Omolara,Abdul,Okoye,F,2010-02-24,2024-08-11,11,Arts,83.6,0,0,Low,1-2 Hours,1-2 Hours,2,Yes,No,Teacher,Driver,68,,,55,,,74,,,,100,,,85,49,46,100,100
ALA-202308221268,Chinyere,Chioma,Adeniyi,F,2009-11-23,2023-08-22,11,Arts,84.4,0,0,Upper Middle,0-1 Hour,1-2 Hours,1,No,No,Engineer,Security Guard,28,,,65,,,89,,,,86,,74,0,100,54,100,96
ALA-202309111269,Ikenna,,Adewale,M,2006-05-29,2023-09-11,11,Science,88.3,0,0,Upper Middle,2-3 Hours,1-2 Hours,2,Yes,No,At home,Teacher,89,73,,,100,,,93,0,60,,90,,100,,100,,
ALA-202309301270,Emmanuel,Chukwu,Musa,M,2008-12-13,2023-09-30,11,Arts,78.3,3,0,Upper Middle,0-1 Hour,1-2 Hours,0,Yes,No,At home,Fisherman,57,,,83,,,22,,,,59,,,91,100,68,76,100
ALA-202409011271,Blessing,,Onwuka,F,2010-05-23,2024-09-01,11,Science,95.2,0,0,Low,0-1 Hour,0-1 Hour,2,Yes,No,Painter,Journalist,23,71,,,38,,,52,48,77,,73,,99,,41,,
ALA-202307011272,Ogechi,Emeka,Yusuf,F,2009-08-11,2023-07-01,11,Arts,78.7,1,0,Low,1-2 Hours,1-2 Hours,2,Yes,No,Civil Servant,Architect,52,,,61,,97,73,,,,100,,,8,18,93,,28
ALA-202408121273,Oluwaseyi,,Usman,F,2007-10-08,2024-08-12,11,Science,93.4,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Secretary,83,83,,,34,,,93,90,95,,64,,99,,100,,
ALA-202407051274,Segun,Segun,Chukwuma,M,2008-09-21,2024-07-05,11,Science,86.9,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Real Estate Agent,Electrician,100,99,,,75,,,3,100,50,,100,,60,,52,,
ALA-202308311275,Yetunde,Ngozi,Njoku,F,2007-09-23,2023-08-31,11,Arts,95.0,1,0,High,2-3 Hours,1-2 Hours,1,Yes,No,Accountant,Pastor/Imam,69,,,74,,,30,,,,100,,,71,100,100,100,48
ALA-202307211276,Mohammed,Chukwu,Musa,M,2007-08-18,2023-07-21,11,Science,90.7,1,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Chef,Contractor,85,100,,,100,,,0,67,100,,58,,0,,88,,
ALA-202409171277,Bisi,Ngozi,Nwachukwu,F,2007-02-15,2024-09-17,11,Arts,78.6,1,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Accountant,Market Trader,17,,,97,,,99,,,,69,,100,70,100,85,,53
ALA-202408131278,Khadija,Chukwu,Yusuf,F,2009-03-12,2024-08-13,11,Arts,90.4,0,0,Lower Middle,2-3 Hours,0-1 Hour,0,Yes,No,At home,Restaurant Owner,73,,,88,,,92,,,,100,,96,100,84,33,100,1
ALA-202407251279,Ifeoma,,Onwuka,F,2009-10-24,2024-07-25,11,Science,80.7,1,0,Lower Middle,2-3 Hours,1-2 Hours,2,Yes,No,Business Owner,Electrician,100,72,,,61,,,100,100,100,,25,,48,,100,,
ALA-202307071280,Habiba,Chidi,Aliyu,F,2006-03-20,2023-07-07,11,Science,86.0,0,0,Low,2-3 Hours,0-1 Hour,2,No,No,Tailor,Engineer,53,100,,,99,,,41,25,60,,25,,100,,0,,
ALA-202308031281,Rasheedat,Chibuike,Lawal,F,2009-12-24,2023-08-03,11,Science,89.1,0,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,Electrician,Teacher,47,83,,,100,,,79,100,100,,39,,44,,63,,
ALA-202408111282,Habiba,Onyeka,Okafor,F,2010-10-16,2024-08-11,11,Arts,88.6,1,0,Upper Middle,2-3 Hours,1-2 Hours,0,Yes,No,Contractor,Restaurant Owner,100,,,66,,,100,,,,52,,,25,100,100,,100
ALA-202408061283,Victor,Tunde,Aliyu,M,2010-03-03,2024-08-06,11,Arts,89.6,0,0,Upper Middle,2-3 Hours,1-2 Hours,0,Yes,No,Electrician,Store Manager,77,,,100,,,100,,,,39,,,13,90,76,31,97
ALA-202408031284,Mohammed,Chidi,Okoye,M,2010-01-10,2024-08-03,11,Science,91.8,0,0,Low,1-2 Hours,1-2 Hours,3,Yes,No,At home,Teacher,71,73,,,100,,,89,100,93,,78,,6,,57,,
ALA-202409221285,Sarah,Ade,Nwankwo,F,2008-02-01,2024-09-22,11,Arts,91.4,0,0,Lower Middle,2-3 Hours,2-3 Hours,2,No,No,At home,Shopkeeper,100,,,91,,,53,,,,97,,,100,75,100,,61
ALA-202308151286,Precious,Chukwu,Nwankwo,F,2007-04-13,2023-08-15,11,Science,82.8,1,0,High,1-2 Hours,1-2 Hours,3,Yes,No,Construction Worker,Mechanic,27,100,,,80,,,59,0,67,,69,,89,,51,,
ALA-202408301287,Chinwe,,Afolabi,F,2009-11-07,2024-08-30,11,Science,74.0,0,0,Upper Middle,1-2 Hours,2-3 Hours,2,No,No,Pharmacist,Artist,100,62,,,85,,,15,100,100,,96,,100,,100,,
ALA-202408261288,Ebele,,Okafor,F,2009-05-09,2024-08-26,11,Science,96.3,0,0,Lower Middle,2-3 Hours,1-2 Hours,0,Yes,No,At home,Store Manager,100,67,,,66,,,27,100,69,,77,,100,,98,,
ALA-202407171289,Victoria,Adewale,Adebayo,F,2007-06-17,2024-07-17,11,Science,95.4,0,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,Driver,Business Owner,44,87,,,88,,,62,30,100,,34,,59,,72,,
ALA-202407181290,Adebayo,Segun,Mohammed,M,2005-07-06,2024-07-18,11,Arts,88.5,1,1,High,1-2 Hours,1-2 Hours,2,Yes,No,Cleaner,Nurse,44,,,82,,62,54,,,,69,,,79,100,21,,99
ALA-202307171291,Ogechi,,Nwosu,F,2008-11-10,2023-07-17,11,Arts,79.9,1,0,Lower Middle,1-2 Hours,1-2 Hours,1,Yes,No,At home,Restaurant Owner,88,,,98,,,100,,,,65,,,92,82,6,,66
ALA-202407191292,Rasheedat,,Mohammed,F,2009-04-22,2024-07-19,11,Arts,84.4,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Pastor/Imam,Civil Servant,85,,,59,,,100,,,,75,,,95,100,100,,58
ALA-202308291293,Samuel,,Onwuka,M,2009-06-16,2023-08-29,11,Science,95.7,0,0,Upper Middle,0-1 Hour,1-2 Hours,2,Yes,No,At home,Contractor,93,43,,,0,,,100,71,32,,100,,21,,100,,
ALA-202307221294,Adebayo,Tunde,Mohammed,M,2006-08-22,2023-07-22,11,Science,90.2,0,0,Upper Middle,1-2 Hours,2-3 Hours,2,No,No,Secretary,Plumber,100,92,,,100,,,82,100,9,,100,,100,,27,,
ALA-202308221295,Ngozi,Ola,Obasanjo,F,2009-09-23,2023-08-22,11,Arts,87.7,2,1,Lower Middle,0-1 Hour,1-2 Hours,2,Yes,No,At home,Contractor,100,,,100,,,0,,,,38,,,100,100,100,,64
ALA-202409161296,Khadija,Emeka,Aliyu,F,2009-02-16,2024-09-16,11,Science,74.1,1,0,High,1-2 Hours,0-1 Hour,1,Yes,No,Pastor/Imam,Carpenter,72,38,,,90,,,100,78,70,,43,,66,,100,,
ALA-202309231297,Damilola,,Okoro,M,2005-05-29,2023-09-23,11,Science,90.0,0,0,Low,1-2 Hours,More than 3 hours,1,Yes,No,At home,Professor,42,70,,,100,,,74,93,100,,100,,57,,92,,
ALA-202408291298,Amina,Chinwe,Nwachukwu,F,2010-10-17,2024-08-29,11,Arts,93.7,1,1,Low,1-2 Hours,More than 3 hours,3,No,No,At home,Journalist,19,,,100,,,63,,,,100,,,54,100,88,,42
ALA-202408281299,Nneka,Chima,Adegoke,F,2007-12-26,2024-08-28,11,Arts,85.3,1,0,Lower Middle,1-2 Hours,1-2 Hours,0,Yes,No,At home,Farmer,23,,,100,,75,100,,,,100,,,84,87,100,,55
ALA-202408141300,Olanrewaju,Adewale,Mohammed,M,2008-10-13,2024-08-14,11,Science,97.0,2,0,Low,0-1 Hour,1-2 Hours,0,No,No,At home,Pastor/Imam,79,19,,,60,,,100,59,82,,100,,55,,69,,
ALA-202407261301,Olufemi,Chukwu,Aliyu,M,2010-05-10,2024-07-26,11,Science,81.0,0,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,At home,Chef,95,62,,,66,,,86,92,85,,83,,100,,71,,
ALA-202308301302,Blessing,Chioma,Chukwu,F,2009-02-10,2023-08-30,11,Science,85.6,1,0,Lower Middle,1-2 Hours,0-1 Hour,0,No,Yes,At home,Farmer,100,60,,,88,,,98,12,94,,100,,97,,42,,
ALA-202409121303,Samuel,,Okafor,M,2009-02-06,2024-09-12,11,Arts,83.1,2,0,Lower Middle,1-2 Hours,0-1 Hour,0,Yes,No,Fisherman,At home,44,,,69,,60,93,,,,100,,,100,100,100,,100
ALA-202409111304,Idris,Bello,Okoye,M,2007-01-21,2024-09-11,11,Arts,97.2,1,0,Lower Middle,2-3 Hours,0-1 Hour,1,No,No,At home,Real Estate Agent,100,,100,50,,,74,,,,3,,,50,100,79,,38
ALA-202407051305,Temitayo,Onyeka,Ahmed,F,2009-05-24,2024-07-05,11,Arts,85.6,1,0,Upper Middle,0-1 Hour,1-2 Hours,0,Yes,No,Doctor,Sales Representative,100,,,40,,,13,,,,100,,,17,81,55,79,100
ALA-202308091306,Yusuf,Chidi,Ogunleye,M,2006-12-15,2023-08-09,11,Arts,88.0,2,0,Low,1-2 Hours,2-3 Hours,2,Yes,No,Shopkeeper,Electrician,63,,,74,,69,68,,,,60,,,100,52,63,86,100
ALA-202408151307,Ifeoma,,Bello,F,2009-02-26,2024-08-15,11,Arts,92.1,1,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,At home,Shopkeeper,74,,,89,,,91,,,,100,,70,100,83,99,,81
ALA-202409131308,Omolara,Oluseyi,Adewale,F,2009-08-02,2024-09-13,11,Arts,87.1,0,0,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,Banker,Construction Worker,2,,,52,,,40,,,,68,,92,61,78,77,,54
ALA-202409221309,Chiamaka,Chima,Nwachukwu,F,2008-01-04,2024-09-22,11,Arts,94.1,1,0,Lower Middle,1-2 Hours,0-1 Hour,3,No,No,Banker,At home,87,,,47,,,100,,,,100,,,100,57,82,,100
ALA-202408201310,Mohammed,,Nduka,M,2007-11-25,2024-08-20,11,Arts,85.9,1,0,Lower Middle,0-1 Hour,0-1 Hour,1,No,No,Barber/Hairdresser,Civil Servant,61,,,79,,,100,,,,53,,,100,100,66,18,74
ALA-202308261311,Adekunle,Ade,Nduka,M,2008-03-31,2023-08-26,11,Arts,95.6,2,0,Lower Middle,More than 3 hours,1-2 Hours,1,Yes,No,Pharmacist,IT Specialist,76,,84,65,,,22,,,,100,,65,0,80,100,,62
ALA-202309161312,Amina,Emeka,Adesina,F,2007-06-07,2023-09-16,11,Science,91.6,0,0,Lower Middle,0-1 Hour,1-2 Hours,1,Yes,No,Doctor,Pharmacist,80,86,,,44,,,38,61,84,,32,,59,,96,,
ALA-202407201313,Mohammed,Adewale,Ismail,M,2010-11-16,2024-07-20,11,Arts,86.8,0,0,Upper Middle,0-1 Hour,1-2 Hours,0,Yes,No,At home,At home,71,,71,92,,39,64,,,,98,,,55,100,100,,42
ALA-202407081314,Bukola,Oluseyi,Chukwu,F,2008-07-28,2024-07-08,11,Science,84.8,0,0,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,At home,Accountant,45,100,,,46,,,100,22,53,,17,,48,,89,,
ALA-202309281315,Tunde,Abiodun,Okonkwo,M,2007-02-21,2023-09-28,11,Arts,88.7,1,0,Lower Middle,1-2 Hours,1-2 Hours,1,Yes,No,Professor,Barber/Hairdresser,100,,100,100,,100,0,,,,0,,,82,76,100,,87
ALA-202307081316,Oluwakemi,Ola,Njoku,F,2006-05-10,2023-07-08,11,Arts,94.8,3,0,Low,2-3 Hours,1-2 Hours,1,No,No,Chef,Store Manager,100,,,37,,,41,,,,100,,,100,49,54,,100
ALA-202409091317,Abdul,Bello,Lawal,M,2007-06-08,2024-09-09,11,Science,85.3,0,0,Lower Middle,More than 3 hours,2-3 Hours,1,Yes,No,At home,Journalist,60,90,,,1,,,64,91,100,,37,,100,,70,,
ALA-202309181318,Victoria,Bello,Ogunleye,F,2008-09-22,2023-09-18,11,Arts,86.3,1,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Business Owner,100,,,84,,,100,,,,91,,65,75,76,28,,80
ALA-202309101319,Oluwakemi,,Adesina,F,2009-08-15,2023-09-10,11,Science,98.4,1,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,Sales Representative,Barber/Hairdresser,78,0,,,3,,,100,57,49,,76,,100,,100,,
ALA-202409011320,Chinwe,Chinwe,Usman,F,2007-07-09,2024-09-01,11,Arts,84.8,0,0,Upper Middle,2-3 Hours,1-2 Hours,1,No,No,Real Estate Agent,Musician,70,,,100,,,31,,,,73,,,100,67,67,,44
ALA-202307131321,Bisi,Tunde,Ogunleye,F,2007-09-15,2023-07-13,11,Science,100.0,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Restaurant Owner,Lawyer,43,91,,,64,,,49,34,79,,59,,38,,100,,
ALA-202408181322,Grace,Ade,Onwuka,F,2010-08-02,2024-08-18,11,Arts,85.9,0,0,Lower Middle,0-1 Hour,1-2 Hours,1,Yes,No,Mechanic,Professor,73,,,19,,98,90,,,,90,,100,90,79,56,,78
ALA-202307201323,Chibuike,,Lawal,M,2006-12-23,2023-07-20,11,Science,93.7,1,0,Low,1-2 Hours,More than 3 hours,0,Yes,No,Teacher,Lawyer,42,34,,,100,,,100,61,77,,58,,73,,100,,
ALA-202309191324,Blessing,,Adesina,F,2006-12-17,2023-09-19,11,Arts,84.3,1,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,At home,Police Officer,71,,,32,,100,100,,,,100,,,15,48,72,,89
ALA-202309181325,Ikenna,,Bello,M,2008-07-02,2023-09-18,11,Arts,88.8,0,0,Low,1-2 Hours,2-3 Hours,2,Yes,No,Contractor,Business Owner,15,,,100,,,53,,,,31,,53,74,83,95,,100
ALA-202409081326,Sarah,Folake,Oludipe,F,2008-12-02,2024-09-08,11,Science,90.8,0,0,Lower Middle,More than 3 hours,More than 3 hours,1,Yes,No,Plumber,Barber/Hairdresser,64,100,,,93,,,55,19,63,,80,,64,,100,,
ALA-202308201327,Olufemi,Bello,Oludipe,M,2007-11-08,2023-08-20,11,Arts,85.8,1,1,High,2-3 Hours,0-1 Hour,0,No,No,Market Trader,Journalist,100,,,28,,,100,,,,43,,,100,100,13,,71
ALA-202407291328,Chinedu,,Chukwuma,M,2007-01-06,2024-07-29,11,Arts,89.6,0,0,Lower Middle,0-1 Hour,1-2 Hours,1,Yes,No,At home,Musician,100,,0,42,,,70,,,,79,,18,71,88,100,46,61
ALA-202309131329,Grace,Abiodun,Usman,F,2006-02-28,2023-09-13,11,Science,93.8,0,0,Upper Middle,2-3 Hours,1-2 Hours,3,Yes,No,Architect,Accountant,100,100,,,100,,,71,92,79,,38,,12,,100,,
ALA-202308221330,Victor,Oluseyi,Obasanjo,M,2007-08-18,2023-08-22,11,Arts,90.7,0,0,Lower Middle,2-3 Hours,2-3 Hours,1,Yes,No,At home,Real Estate Agent,93,,,100,,,94,,,,68,,100,73,24,84,,100
ALA-202308011331,Folake,,Okonkwo,F,2006-02-20,2023-08-01,11,Arts,94.2,1,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Real Estate Agent,Plumber,88,,,37,,,95,,,,100,,,100,97,94,,20
ALA-202409211332,Ogechi,,Bello,F,2008-09-03,2024-09-21,11,Science,92.6,0,0,High,1-2 Hours,0-1 Hour,4,Yes,No,At home,Driver,100,69,,,54,,,100,100,100,,51,,71,,100,,
ALA-202407141333,Adekunle,,Oluwaseun,M,2007-04-17,2024-07-14,11,Arts,97.7,1,0,Low,2-3 Hours,2-3 Hours,2,Yes,No,Banker,Sales Representative,94,,,100,,,100,,,,83,,,37,77,40,,100
ALA-202408211334,Chiamaka,Chibuike,Oluwaseun,F,2010-09-29,2024-08-21,11,Arts,94.1,1,0,Lower Middle,2-3 Hours,2-3 Hours,1,Yes,No,Chef,Banker,100,,46,96,,,49,,,,0,,,70,57,78,,100
ALA-202409131335,Adenike,,Ibrahim,F,2007-06-01,2024-09-13,11,Arts,93.5,0,0,Upper Middle,1-2 Hours,More than 3 hours,1,Yes,No,Cleaner,Painter,39,,,28,,,100,,,,81,,,47,71,100,,100
ALA-202309281336,Khadija,,Abubakar,F,2006-07-05,2023-09-28,11,Arts,90.5,0,0,Upper Middle,2-3 Hours,2-3 Hours,1,Yes,No,Tailor,Security Guard,35,,,53,,,100,,,,95,,47,96,27,33,,62
ALA-202407241337,Ogechi,Chima,Obasanjo,F,2008-11-03,2024-07-24,11,Arts,80.4,0,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,Doctor,At home,46,,,62,,,100,,,,87,,,100,71,84,,76
ALA-202408181338,Folake,,Olanrewaju,F,2010-11-11,2024-08-18,11,Science,92.7,0,0,Lower Middle,0-1 Hour,More than 3 hours,2,Yes,No,Nurse,Pastor/Imam,100,100,,,22,,,100,71,79,,87,,79,,53,,
ALA-202409121339,Victoria,Bello,Mohammed,F,2010-10-11,2024-09-12,11,Arts,87.3,1,0,Low,1-2 Hours,1-2 Hours,0,Yes,No,At home,Journalist,100,,,84,,,100,,,,9,,,100,93,100,,65
ALA-202309081340,Kelechi,Ngozi,Chukwuma,M,2006-04-27,2023-09-08,11,Science,89.4,0,0,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,Carpenter,Market Trader,75,100,,,59,,,0,4,100,,12,,98,,88,,
ALA-202407201341,Victor,Ade,Adeniyi,M,2010-08-01,2024-07-20,11,Arts,91.2,0,0,Upper Middle,2-3 Hours,1-2 Hours,0,Yes,No,Mechanic,Real Estate Agent,75,,,48,,60,32,,,,100,,,100,0,94,,81
ALA-202307201342,Temitope,,Aliyu,M,2007-04-10,2023-07-20,11,Science,93.2,0,0,Low,More than 3 hours,More than 3 hours,1,No,No,Engineer,Architect,100,100,,,100,,,87,100,78,,87,,46,,100,,
ALA-202307251343,Adekunle,,Olanrewaju,M,2007-04-28,2023-07-25,11,Science,92.1,0,0,High,2-3 Hours,0-1 Hour,2,Yes,No,At home,Secretary,32,100,,,9,,,60,70,100,,94,,58,,11,,
ALA-202307271344,Ogechi,,Obasanjo,F,2008-06-27,2023-07-27,11,Science,96.6,0,0,Upper Middle,0-1 Hour,2-3 Hours,1,No,No,Restaurant Owner,Store Manager,100,100,,,88,,,75,31,59,,88,,88,,82,,
ALA-202308121345,Olusegun,Oluseyi,Njoku,M,2003-12-09,2023-08-12,11,Science,79.1,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,Carpenter,Civil Servant,100,77,,,100,,,100,85,100,,66,,100,,53,,
ALA-202407011346,Rasheedat,Ngozi,Adewale,F,2008-12-27,2024-07-01,11,Science,80.6,4,1,Low,2-3 Hours,0-1 Hour,3,Yes,No,Cleaner,Architect,100,100,,,70,,,100,53,56,,100,,95,,47,,
ALA-202407131347,Abiodun,Segun,Yusuf,M,2009-02-11,2024-07-13,11,Science,97.9,0,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,At home,IT Specialist,44,60,,,81,,,73,100,73,,100,,100,,100,,
ALA-202408061348,Ayodele,Chima,Olanrewaju,M,2008-03-07,2024-08-06,11,Arts,87.3,0,0,High,1-2 Hours,2-3 Hours,2,Yes,No,Pharmacist,Artist,65,,28,73,,,94,,,,100,,,5,73,100,,82
ALA-202407131349,Sarah,Chioma,Nwachukwu,F,2009-10-11,2024-07-13,11,Science,87.6,1,0,Upper Middle,1-2 Hours,2-3 Hours,2,Yes,No,At home,Teacher,69,100,,,44,,,56,2,96,,100,,100,,79,,
ALA-202308171350,Chinedu,Chinwe,Lawal,M,2008-09-02,2023-08-17,11,Arts,86.5,0,0,Low,2-3 Hours,0-1 Hour,2,Yes,No,Store Manager,Cleaner,51,,,54,,,0,,,,78,,,58,88,100,,39
ALA-202309211351,Damilola,Oluwafemi,Nwachukwu,M,2007-03-17,2023-09-21,11,Science,86.2,0,0,High,1-2 Hours,1-2 Hours,1,Yes,No,Electrician,Carpenter,71,47,,,100,,,100,62,100,,49,,58,,98,,
ALA-202308161352,Victor,Bello,Abubakar,M,2006-08-30,2023-08-16,11,Arts,87.5,0,0,High,2-3 Hours,2-3 Hours,1,Yes,No,At home,At home,18,,71,100,,,100,,,,28,,87,100,71,100,,63
ALA-202408181353,Kelechi,Segun,Aliyu,M,2007-07-17,2024-08-18,11,Science,89.0,0,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,Nurse,Banker,22,100,,,0,,,100,53,77,,100,,100,,60,,
ALA-202407231354,Chinyere,Oluwafemi,Onwuka,F,2009-01-17,2024-07-23,11,Science,90.4,0,0,Upper Middle,2-3 Hours,More than 3 hours,0,Yes,No,Artist,Police Officer,91,66,,,62,,,100,95,79,,51,,26,,100,,
ALA-202308231355,Kelechi,Onyeka,Okafor,M,2006-03-07,2023-08-23,11,Arts,100.0,1,0,Upper Middle,1-2 Hours,2-3 Hours,1,Yes,No,Tailor,Security Guard,100,,,39,,,24,,,,55,,,38,100,76,,30
ALA-202309131356,Olabisi,Emeka,Eze,F,2009-11-01,2023-09-13,11,Science,84.3,0,0,Low,1-2 Hours,0-1 Hour,4,Yes,No,Electrician,Farmer,68,23,,,100,,,100,100,37,,53,,86,,100,,
ALA-202407151357,Oluwaseyi,Chidi,Aliyu,F,2009-04-23,2024-07-15,11,Science,89.1,0,0,Low,0-1 Hour,1-2 Hours,3,Yes,No,At home,Farmer,100,96,,,67,,,100,94,64,,100,,0,,74,,
ALA-202407151358,Rasheedat,Segun,Chukwu,F,2007-07-18,2024-07-15,11,Science,89.3,0,0,Upper Middle,0-1 Hour,0-1 Hour,1,Yes,No,At home,Pastor/Imam,0,100,,,100,,,73,100,22,,84,,100,,62,,
ALA-202308161359,Bisi,,Chukwuma,F,2009-11-20,2023-08-16,11,Science,91.3,0,0,Lower Middle,2-3 Hours,2-3 Hours,4,Yes,No,Construction Worker,Barber/Hairdresser,95,36,,,25,,,100,40,100,,100,,45,,34,,
ALA-202309131360,Olabisi,Ade,Obasanjo,F,2009-04-05,2023-09-13,11,Arts,88.3,1,0,Lower Middle,2-3 Hours,0-1 Hour,1,Yes,No,Shopkeeper,Market Trader,57,,93,100,,,100,,,,44,,,100,100,100,,74
ALA-202307091361,Omolara,,Afolabi,F,2006-06-21,2023-07-09,11,Science,91.5,1,1,Lower Middle,1-2 Hours,0-1 Hour,2,Yes,No,Electrician,Fisherman,72,97,,,20,,,83,100,99,,64,,55,,82,,
ALA-202309241362,Blessing,,Adeyemi,F,2008-07-14,2023-09-24,11,Science,86.1,0,0,Low,1-2 Hours,1-2 Hours,2,Yes,No,Farmer,Painter,95,81,,,88,,,22,87,83,,63,,47,,79,,
ALA-202408111363,Adebisi,,Musa,M,2008-06-15,2024-08-11,11,Science,92.2,0,0,Lower Middle,2-3 Hours,1-2 Hours,1,Yes,No,Mechanic,Market Trader,18,48,,,24,,,41,0,100,,72,,100,,40,,
ALA-202306281364,Adebisi,Ade,Aliyu,M,2007-07-11,2023-06-28,11,Arts,76.1,0,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Police Officer,At home,83,,,0,,100,76,,,,34,,100,50,43,51,,64
ALA-202307291365,Damilola,,Yusuf,M,2009-10-14,2023-07-29,11,Arts,97.9,3,0,Low,More than 3 hours,0-1 Hour,2,Yes,No,Sales Representative,Tailor,59,,,0,,,100,,,,90,,,42,100,34,,71
ALA-202408311366,Temitayo,Bello,Nwachukwu,F,2010-12-22,2024-08-31,11,Science,89.0,0,0,Upper Middle,1-2 Hours,1-2 Hours,0,Yes,No,IT Specialist,Journalist,69,97,,,61,,,100,100,66,,58,,100,,39,,
